CustomerKey,age_cleaned,age_bin,job,marital,education,edu_group,income_group,default,housing,loan,financial_status
326,36,30-39,blue-collar,single,high.school,Secondary,Low Income,no,no,no,No Obligations
327,32,30-39,blue-collar,married,basic.9y,Elementary,Low Income,no,no,no,No Obligations
328,33,30-39,services,married,basic.4y,Elementary,Low Income,no,no,no,No Obligations
329,58,50-59,entrepreneur,married,basic.4y,Elementary,High Income,no,yes,no,Has Obligations
330,40,30-39,unemployed,divorced,high.school,Secondary,No Income,no,no,no,No Obligations
331,57,50-59,management,married,university.degree,Advanced,High Income,no,yes,no,Has Obligations
332,46,40-49,admin.,married,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
333,36,30-39,technician,married,university.degree,Advanced,Medium Income,no,no,no,No Obligations
334,41,40-49,self-employed,married,high.school,Secondary,High Income,no,yes,no,Has Obligations
335,57,50-59,admin.,divorced,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
336,49,40-49,blue-collar,married,basic.9y,Elementary,Low Income,no,yes,no,Has Obligations
337,56,50-59,management,divorced,high.school,Secondary,High Income,no,no,no,No Obligations
338,37,30-39,blue-collar,married,basic.9y,Elementary,Low Income,no,no,yes,Has Obligations
339,46,40-49,admin.,single,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
340,22,20-29,blue-collar,single,basic.9y,Elementary,Low Income,no,yes,no,Has Obligations
341,41,40-49,technician,married,basic.6y,Elementary,Medium Income,no,yes,no,Has Obligations
342,38,30-39,admin.,single,university.degree,Advanced,Medium Income,no,no,no,No Obligations
343,33,30-39,admin.,married,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
344,49,40-49,admin.,married,university.degree,Advanced,Medium Income,no,yes,yes,Has Obligations
345,30,20-29,blue-collar,single,university.degree,Advanced,Low Income,no,no,no,No Obligations
346,33,30-39,admin.,married,basic.9y,Elementary,Medium Income,no,yes,no,Has Obligations
347,34,30-39,management,single,university.degree,Advanced,High Income,no,no,no,No Obligations
348,30,20-29,student,single,university.degree,Advanced,No Income,no,no,no,No Obligations
349,59,50-59,management,married,basic.4y,Elementary,High Income,no,yes,yes,Has Obligations
350,59,50-59,management,married,basic.4y,Elementary,High Income,no,no,no,No Obligations
351,41,40-49,self-employed,married,university.degree,Advanced,High Income,no,no,no,No Obligations
352,48,40-49,housemaid,married,basic.6y,Elementary,No Income,no,yes,yes,Has Obligations
353,28,20-29,admin.,single,university.degree,Advanced,Medium Income,no,yes,yes,Has Obligations
354,44,40-49,services,married,high.school,Secondary,Low Income,no,yes,no,Has Obligations
355,59,50-59,retired,married,university.degree,Advanced,Medium Income,no,no,no,No Obligations
356,50,40-49,management,married,high.school,Secondary,High Income,no,no,no,No Obligations
357,35,30-39,admin.,married,university.degree,Advanced,Medium Income,no,no,no,No Obligations
358,42,40-49,admin.,married,high.school,Secondary,Medium Income,no,no,no,No Obligations
359,45,40-49,admin.,married,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
360,36,30-39,technician,married,professional.course,Secondary,Medium Income,no,no,no,No Obligations
361,56,50-59,services,married,high.school,Secondary,Low Income,no,no,no,No Obligations
362,29,20-29,blue-collar,divorced,basic.4y,Elementary,Low Income,no,no,no,No Obligations
363,41,40-49,self-employed,married,university.degree,Advanced,High Income,no,yes,yes,Has Obligations
364,52,50-59,services,single,high.school,Secondary,Low Income,no,no,no,No Obligations
365,48,40-49,services,married,high.school,Secondary,Low Income,no,no,no,No Obligations
366,31,30-39,blue-collar,married,high.school,Secondary,Low Income,no,yes,no,Has Obligations
367,43,40-49,unemployed,married,university.degree,Advanced,No Income,no,yes,no,Has Obligations
368,36,30-39,blue-collar,married,basic.4y,Elementary,Low Income,no,no,no,No Obligations
369,52,50-59,services,divorced,basic.6y,Elementary,Low Income,no,no,no,No Obligations
370,39,30-39,admin.,married,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
371,36,30-39,services,married,high.school,Secondary,Low Income,no,no,yes,Has Obligations
372,42,40-49,blue-collar,married,basic.9y,Elementary,Low Income,no,yes,no,Has Obligations
373,41,40-49,admin.,married,high.school,Secondary,Medium Income,no,no,no,No Obligations
374,55,50-59,technician,married,basic.4y,Elementary,Medium Income,no,no,yes,Has Obligations
375,30,20-29,blue-collar,married,basic.9y,Elementary,Low Income,no,no,no,No Obligations
376,57,50-59,retired,married,basic.4y,Elementary,Medium Income,no,no,no,No Obligations
377,45,40-49,entrepreneur,married,basic.4y,Elementary,High Income,no,yes,no,Has Obligations
378,51,50-59,blue-collar,married,basic.4y,Elementary,Low Income,no,yes,yes,Has Obligations
379,39,30-39,self-employed,single,basic.9y,Elementary,High Income,no,yes,yes,Has Obligations
380,47,40-49,admin.,married,high.school,Secondary,Medium Income,no,no,no,No Obligations
381,27,20-29,services,married,high.school,Secondary,Low Income,no,yes,no,Has Obligations
382,34,30-39,technician,single,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
383,57,50-59,blue-collar,married,basic.4y,Elementary,Low Income,no,yes,no,Has Obligations
384,43,40-49,entrepreneur,married,basic.4y,Elementary,High Income,no,no,no,No Obligations
385,39,30-39,management,married,university.degree,Advanced,High Income,no,no,no,No Obligations
386,38,30-39,blue-collar,married,basic.4y,Elementary,Low Income,no,yes,no,Has Obligations
387,49,40-49,blue-collar,married,basic.9y,Elementary,Low Income,no,no,no,No Obligations
388,58,50-59,management,married,basic.6y,Elementary,High Income,no,no,no,No Obligations
389,43,40-49,technician,married,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
390,50,40-49,admin.,married,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
391,31,30-39,services,married,high.school,Secondary,Low Income,no,no,no,No Obligations
392,43,40-49,self-employed,divorced,university.degree,Advanced,High Income,no,no,no,No Obligations
393,43,40-49,self-employed,married,basic.9y,Elementary,High Income,no,no,no,No Obligations
394,30,20-29,self-employed,single,university.degree,Advanced,High Income,no,yes,no,Has Obligations
395,27,20-29,services,single,professional.course,Secondary,Low Income,no,yes,yes,Has Obligations
396,51,50-59,services,married,university.degree,Advanced,Low Income,no,no,no,No Obligations
397,37,30-39,technician,married,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
398,46,40-49,housemaid,married,basic.9y,Elementary,No Income,no,yes,no,Has Obligations
399,35,30-39,blue-collar,married,professional.course,Secondary,Low Income,no,no,no,No Obligations
400,47,40-49,admin.,divorced,university.degree,Advanced,Medium Income,no,no,no,No Obligations
401,46,40-49,management,married,university.degree,Advanced,High Income,no,yes,no,Has Obligations
402,40,30-39,technician,married,professional.course,Secondary,Medium Income,no,no,yes,Has Obligations
403,26,20-29,housemaid,married,university.degree,Advanced,No Income,no,no,no,No Obligations
404,32,30-39,blue-collar,divorced,basic.9y,Elementary,Low Income,no,no,no,No Obligations
405,45,40-49,management,married,university.degree,Advanced,High Income,no,yes,no,Has Obligations
406,34,30-39,admin.,married,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
407,47,40-49,blue-collar,married,university.degree,Advanced,Low Income,no,no,no,No Obligations
408,42,40-49,technician,married,professional.course,Secondary,Medium Income,no,no,no,No Obligations
409,57,50-59,technician,married,basic.4y,Elementary,Medium Income,no,no,yes,Has Obligations
410,57,50-59,technician,married,basic.4y,Elementary,Medium Income,no,no,no,No Obligations
411,38,30-39,blue-collar,married,basic.4y,Elementary,Low Income,no,no,yes,Has Obligations
412,28,20-29,student,single,basic.9y,Elementary,No Income,no,yes,no,Has Obligations
413,60,50-59,management,married,university.degree,Advanced,High Income,no,no,no,No Obligations
414,48,40-49,admin.,married,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
415,47,40-49,technician,married,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
416,40,30-39,admin.,married,high.school,Secondary,Medium Income,no,no,no,No Obligations
417,51,50-59,management,married,professional.course,Secondary,High Income,no,yes,no,Has Obligations
418,48,40-49,unemployed,single,basic.4y,Elementary,No Income,no,yes,no,Has Obligations
419,54,50-59,housemaid,married,basic.4y,Elementary,No Income,no,no,no,No Obligations
420,40,30-39,blue-collar,married,basic.6y,Elementary,Low Income,no,no,yes,Has Obligations
421,44,40-49,admin.,single,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
422,42,40-49,technician,divorced,high.school,Secondary,Medium Income,no,no,no,No Obligations
423,52,50-59,self-employed,married,university.degree,Advanced,High Income,no,yes,no,Has Obligations
424,31,30-39,blue-collar,single,basic.9y,Elementary,Low Income,no,yes,no,Has Obligations
425,32,30-39,services,married,high.school,Secondary,Low Income,no,no,no,No Obligations
426,44,40-49,admin.,married,high.school,Secondary,Medium Income,no,yes,yes,Has Obligations
427,39,30-39,management,married,basic.6y,Elementary,High Income,no,no,no,No Obligations
428,52,50-59,admin.,married,basic.4y,Elementary,Medium Income,no,yes,no,Has Obligations
429,43,40-49,management,married,professional.course,Secondary,High Income,no,yes,no,Has Obligations
430,29,20-29,admin.,married,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
431,57,50-59,blue-collar,divorced,basic.4y,Elementary,Low Income,no,no,no,No Obligations
432,44,40-49,blue-collar,married,basic.9y,Elementary,Low Income,no,no,no,No Obligations
433,39,30-39,blue-collar,married,basic.4y,Elementary,Low Income,no,no,no,No Obligations
434,37,30-39,technician,single,high.school,Secondary,Medium Income,no,no,yes,Has Obligations
435,42,40-49,retired,married,basic.4y,Elementary,Medium Income,no,no,no,No Obligations
436,49,40-49,admin.,married,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
437,54,50-59,management,married,basic.6y,Elementary,High Income,no,yes,yes,Has Obligations
438,36,30-39,admin.,married,university.degree,Advanced,Medium Income,no,no,no,No Obligations
439,32,30-39,admin.,single,university.degree,Advanced,Medium Income,no,no,no,No Obligations
440,35,30-39,technician,married,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
441,45,40-49,housemaid,married,professional.course,Secondary,No Income,no,no,no,No Obligations
442,56,50-59,technician,married,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
443,34,30-39,technician,married,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
444,41,40-49,unemployed,married,basic.9y,Elementary,No Income,no,no,no,No Obligations
445,41,40-49,services,married,basic.9y,Elementary,Low Income,no,no,no,No Obligations
446,36,30-39,blue-collar,married,basic.9y,Elementary,Low Income,no,no,no,No Obligations
447,38,30-39,technician,married,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
448,35,30-39,admin.,divorced,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
449,53,50-59,admin.,married,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
450,51,50-59,admin.,married,basic.6y,Elementary,Medium Income,no,yes,no,Has Obligations
451,51,50-59,services,divorced,high.school,Secondary,Low Income,no,yes,no,Has Obligations
452,39,30-39,services,married,high.school,Secondary,Low Income,no,yes,no,Has Obligations
453,45,40-49,entrepreneur,married,university.degree,Advanced,High Income,no,no,no,No Obligations
454,40,30-39,technician,single,university.degree,Advanced,Medium Income,no,no,no,No Obligations
455,60,50-59,admin.,single,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
456,33,30-39,technician,married,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
457,47,40-49,blue-collar,married,high.school,Secondary,Low Income,no,yes,no,Has Obligations
458,48,40-49,blue-collar,married,basic.4y,Elementary,Low Income,no,no,no,No Obligations
459,43,40-49,entrepreneur,married,high.school,Secondary,High Income,no,no,no,No Obligations
460,37,30-39,management,married,university.degree,Advanced,High Income,no,yes,no,Has Obligations
461,50,40-49,services,married,basic.9y,Elementary,Low Income,no,yes,yes,Has Obligations
462,59,50-59,entrepreneur,married,high.school,Secondary,High Income,no,yes,no,Has Obligations
463,32,30-39,technician,married,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
464,42,40-49,housemaid,single,basic.4y,Elementary,No Income,no,yes,no,Has Obligations
465,52,50-59,blue-collar,married,basic.4y,Elementary,Low Income,no,no,no,No Obligations
466,42,40-49,blue-collar,married,university.degree,Advanced,Low Income,no,no,no,No Obligations
467,40,30-39,management,married,basic.9y,Elementary,High Income,no,no,no,No Obligations
468,38,30-39,blue-collar,married,basic.9y,Elementary,Low Income,no,no,no,No Obligations
469,39,30-39,blue-collar,married,basic.6y,Elementary,Low Income,no,yes,no,Has Obligations
470,39,30-39,blue-collar,married,basic.6y,Elementary,Low Income,no,no,no,No Obligations
471,47,40-49,admin.,single,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
472,30,20-29,services,single,high.school,Secondary,Low Income,no,no,no,No Obligations
473,38,30-39,admin.,divorced,high.school,Secondary,Medium Income,no,yes,yes,Has Obligations
474,39,30-39,technician,divorced,university.degree,Advanced,Medium Income,no,no,no,No Obligations
475,44,40-49,admin.,married,high.school,Secondary,Medium Income,no,no,no,No Obligations
476,41,40-49,services,married,high.school,Secondary,Low Income,no,yes,yes,Has Obligations
477,41,40-49,blue-collar,married,basic.6y,Elementary,Low Income,no,no,no,No Obligations
478,41,40-49,technician,married,high.school,Secondary,Medium Income,no,no,no,No Obligations
479,35,30-39,admin.,single,high.school,Secondary,Medium Income,no,yes,yes,Has Obligations
480,33,30-39,blue-collar,single,basic.4y,Elementary,Low Income,no,no,no,No Obligations
481,38,30-39,admin.,single,basic.6y,Elementary,Medium Income,no,no,no,No Obligations
482,33,30-39,self-employed,married,university.degree,Advanced,High Income,no,no,no,No Obligations
483,55,50-59,self-employed,married,university.degree,Advanced,High Income,no,no,no,No Obligations
484,36,30-39,blue-collar,single,basic.9y,Elementary,Low Income,no,no,no,No Obligations
485,57,50-59,technician,married,professional.course,Secondary,Medium Income,no,no,yes,Has Obligations
486,32,30-39,entrepreneur,single,university.degree,Advanced,High Income,no,yes,no,Has Obligations
487,30,20-29,self-employed,single,high.school,Secondary,High Income,no,yes,no,Has Obligations
488,43,40-49,admin.,married,professional.course,Secondary,Medium Income,no,yes,yes,Has Obligations
489,35,30-39,admin.,divorced,high.school,Secondary,Medium Income,no,no,yes,Has Obligations
